"date","node","cpu","int","mem"
"2014-02-06 20:10:00","lbpeuin01.sceu.corp",10.5,0.02,91.54
"2014-02-06 20:10:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 20:15:00","lbpeuid01.sceu.corp",8.5,0.06,92.81
"2014-02-06 20:15:00","lbpeuid02.sceu.corp",9.5,0.01,92.02
"2014-02-06 20:15:00","lbpeuin01.sceu.corp",10.5,0.02,91.54
"2014-02-06 20:15:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 20:20:00","lbpeuid01.sceu.corp",8.5,0.09,92.83
"2014-02-06 20:20:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 20:20:00","lbpeuin01.sceu.corp",10,0.03,91.55
"2014-02-06 20:20:00","lbpeuin02.sceu.corp",11.5,0.01,91.58
"2014-02-06 20:25:00","lbpeuid01.sceu.corp",8.5,0.05,92.82
"2014-02-06 20:25:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 20:25:00","lbpeuin01.sceu.corp",10.5,0.03,91.55
"2014-02-06 20:25:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 20:30:00","lbpeuid01.sceu.corp",8.5,0.08,92.83
"2014-02-06 20:30:00","lbpeuid02.sceu.corp",9.5,0.01,92.01
"2014-02-06 20:30:00","lbpeuin01.sceu.corp",10,0.02,91.54
"2014-02-06 20:30:00","lbpeuin02.sceu.corp",12,0.01,91.57
"2014-02-06 20:35:00","lbpeuid01.sceu.corp",8.5,0.1,92.81
"2014-02-06 20:35:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 20:35:00","lbpeuin01.sceu.corp",10,0.02,91.55
"2014-02-06 20:35:00","lbpeuin02.sceu.corp",12,0.01,91.57
"2014-02-06 20:40:00","lbpeuid01.sceu.corp",8.5,0.12,92.83
"2014-02-06 20:40:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 20:40:00","lbpeuin01.sceu.corp",10.5,0.02,91.55
"2014-02-06 20:40:00","lbpeuin02.sceu.corp",11.5,0.01,91.57
"2014-02-06 20:45:00","lbpeuid01.sceu.corp",8.5,0.11,92.81
"2014-02-06 20:45:00","lbpeuid02.sceu.corp",9.5,0.01,92.02
"2014-02-06 20:45:00","lbpeuin01.sceu.corp",10.5,0.02,91.55
"2014-02-06 20:45:00","lbpeuin02.sceu.corp",11.5,0.01,91.57
"2014-02-06 20:50:00","lbpeuid01.sceu.corp",8.5,0.07,92.83
"2014-02-06 20:50:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 20:50:00","lbpeuin01.sceu.corp",10,0.03,91.54
"2014-02-06 20:50:00","lbpeuin02.sceu.corp",11.5,0.01,91.58
"2014-02-06 20:55:00","lbpeuid01.sceu.corp",8.5,0.05,92.82
"2014-02-06 20:55:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 20:55:00","lbpeuin01.sceu.corp",10,0.03,91.53
"2014-02-06 20:55:00","lbpeuin02.sceu.corp",12,0.01,91.57
"2014-02-06 21:00:00","lbpeuid01.sceu.corp",9,0.1,92.81
"2014-02-06 21:00:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 21:00:00","lbpeuin01.sceu.corp",10.5,0.02,91.49
"2014-02-06 21:00:00","lbpeuin02.sceu.corp",11.5,0.01,91.58
"2014-02-06 21:05:00","lbpeuid01.sceu.corp",9,0.06,92.83
"2014-02-06 21:05:00","lbpeuid02.sceu.corp",9.5,0.01,92.02
"2014-02-06 21:05:00","lbpeuin01.sceu.corp",10,0.02,91.49
"2014-02-06 21:05:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 21:10:00","lbpeuid01.sceu.corp",8.5,0.04,92.83
"2014-02-06 21:10:00","lbpeuid02.sceu.corp",10,0.01,92.03
"2014-02-06 21:10:00","lbpeuin01.sceu.corp",10.5,0.04,91.49
"2014-02-06 21:10:00","lbpeuin02.sceu.corp",11.5,0.01,91.58
"2014-02-06 21:15:00","lbpeuid01.sceu.corp",9,0.07,92.85
"2014-02-06 21:15:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 21:15:00","lbpeuin01.sceu.corp",10.5,0.01,91.49
"2014-02-06 21:15:00","lbpeuin02.sceu.corp",11.5,0.01,91.58
"2014-02-06 21:20:00","lbpeuid01.sceu.corp",8.5,0.05,92.83
"2014-02-06 21:20:00","lbpeuid02.sceu.corp",9,0.01,92.05
"2014-02-06 21:20:00","lbpeuin01.sceu.corp",10.5,0.02,91.51
"2014-02-06 21:20:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 21:25:00","lbpeuid01.sceu.corp",8.5,0.12,92.84
"2014-02-06 21:25:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 21:25:00","lbpeuin01.sceu.corp",10.5,0.02,91.5
"2014-02-06 21:25:00","lbpeuin02.sceu.corp",11.5,0.01,91.59
"2014-02-06 21:30:00","lbpeuid01.sceu.corp",8.5,0.04,92.83
"2014-02-06 21:30:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 21:30:00","lbpeuin01.sceu.corp",10,0.01,91.5
"2014-02-06 21:30:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 21:35:00","lbpeuid01.sceu.corp",8.5,0.04,92.85
"2014-02-06 21:35:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 21:35:00","lbpeuin01.sceu.corp",10.5,0.03,91.5
"2014-02-06 21:35:00","lbpeuin02.sceu.corp",12.5,0.01,91.58
"2014-02-06 21:40:00","lbpeuid01.sceu.corp",8.5,0.1,92.83
"2014-02-06 21:40:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-06 21:40:00","lbpeuin01.sceu.corp",10.5,0.03,91.49
"2014-02-06 21:40:00","lbpeuin02.sceu.corp",12,0.01,91.57
"2014-02-06 21:45:00","lbpeuid01.sceu.corp",8.5,0.04,92.83
"2014-02-06 21:45:00","lbpeuid02.sceu.corp",9.5,0.01,92.02
"2014-02-06 21:45:00","lbpeuin01.sceu.corp",10,0.03,91.51
"2014-02-06 21:45:00","lbpeuin02.sceu.corp",11.5,0.01,91.58
"2014-02-06 21:50:00","lbpeuid01.sceu.corp",8.5,0.07,92.83
"2014-02-06 21:50:00","lbpeuid02.sceu.corp",9,0.01,92.04
"2014-02-06 21:50:00","lbpeuin01.sceu.corp",10.5,0.04,91.5
"2014-02-06 21:50:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-06 21:55:00","lbpeuid01.sceu.corp",8.5,0.08,92.85
"2014-02-06 21:55:00","lbpeuid02.sceu.corp",9.5,0.01,92.02
"2014-02-06 21:55:00","lbpeuin01.sceu.corp",10,0.05,91.51
"2014-02-06 21:55:00","lbpeuin02.sceu.corp",11.5,0.01,91.58
"2014-02-06 22:00:00","lbpeuid01.sceu.corp",8.5,0.09,92.84
"2014-02-06 22:00:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 22:00:00","lbpeuin01.sceu.corp",11,0.01,91.51
"2014-02-06 22:00:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 22:05:00","lbpeuid01.sceu.corp",8.5,0.08,92.83
"2014-02-06 22:05:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-06 22:05:00","lbpeuin01.sceu.corp",10.5,0.02,91.49
"2014-02-06 22:05:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 22:10:00","lbpeuid01.sceu.corp",8.5,0.04,92.83
"2014-02-06 22:10:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 22:10:00","lbpeuin01.sceu.corp",10.5,0.02,91.5
"2014-02-06 22:10:00","lbpeuin02.sceu.corp",11.5,0.01,91.59
"2014-02-06 22:15:00","lbpeuid01.sceu.corp",8.5,0.03,92.84
"2014-02-06 22:15:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 22:15:00","lbpeuin01.sceu.corp",10.5,0.01,91.51
"2014-02-06 22:15:00","lbpeuin02.sceu.corp",11.5,0.01,91.59
"2014-02-06 22:20:00","lbpeuid01.sceu.corp",8.5,0.05,92.84
"2014-02-06 22:20:00","lbpeuid02.sceu.corp",9.5,0.01,92.02
"2014-02-06 22:20:00","lbpeuin01.sceu.corp",10,0.01,91.5
"2014-02-06 22:20:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 22:25:00","lbpeuid01.sceu.corp",8.5,0.05,92.84
"2014-02-06 22:25:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-06 22:25:00","lbpeuin01.sceu.corp",10,0.02,91.5
"2014-02-06 22:25:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 22:30:00","lbpeuid01.sceu.corp",8.5,0.07,92.84
"2014-02-06 22:30:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 22:30:00","lbpeuin01.sceu.corp",10.5,0.03,91.51
"2014-02-06 22:30:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 22:35:00","lbpeuid01.sceu.corp",8.5,0.08,92.83
"2014-02-06 22:35:00","lbpeuid02.sceu.corp",9.5,0.01,92.01
"2014-02-06 22:35:00","lbpeuin01.sceu.corp",10.5,0.01,91.5
"2014-02-06 22:35:00","lbpeuin02.sceu.corp",12.5,0.01,91.58
"2014-02-06 22:40:00","lbpeuid01.sceu.corp",8.5,0.1,92.84
"2014-02-06 22:40:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 22:40:00","lbpeuin01.sceu.corp",10,0.03,91.51
"2014-02-06 22:40:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-06 22:45:00","lbpeuid01.sceu.corp",8.5,0.04,92.84
"2014-02-06 22:45:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 22:45:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-06 22:45:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-06 22:50:00","lbpeuid01.sceu.corp",8.5,0.04,92.85
"2014-02-06 22:50:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 22:50:00","lbpeuin01.sceu.corp",10.5,0.01,91.51
"2014-02-06 22:50:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-06 22:55:00","lbpeuid01.sceu.corp",8.5,0.11,92.83
"2014-02-06 22:55:00","lbpeuid02.sceu.corp",9.5,0.01,92.02
"2014-02-06 22:55:00","lbpeuin01.sceu.corp",10,0.02,91.51
"2014-02-06 22:55:00","lbpeuin02.sceu.corp",11.5,0.01,91.6
"2014-02-06 23:00:00","lbpeuid01.sceu.corp",8.5,0.05,92.76
"2014-02-06 23:00:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 23:00:00","lbpeuin01.sceu.corp",10.5,0.03,91.49
"2014-02-06 23:00:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-06 23:05:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-06 23:05:00","lbpeuin01.sceu.corp",10,0.05,91.5
"2014-02-06 23:05:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-06 23:10:00","lbpeuid01.sceu.corp",8.5,0.06,92.76
"2014-02-06 23:10:00","lbpeuid02.sceu.corp",10.5,0.01,92.06
"2014-02-06 23:10:00","lbpeuin01.sceu.corp",10.5,0.02,91.5
"2014-02-06 23:10:00","lbpeuin02.sceu.corp",12,0.01,91.57
"2014-02-06 23:15:00","lbpeuid01.sceu.corp",8.5,0.02,92.77
"2014-02-06 23:15:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 23:15:00","lbpeuin01.sceu.corp",10.5,0.01,91.49
"2014-02-06 23:15:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-06 23:20:00","lbpeuid01.sceu.corp",8.5,0.08,92.79
"2014-02-06 23:20:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 23:20:00","lbpeuin01.sceu.corp",10.5,0.01,91.51
"2014-02-06 23:20:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-06 23:25:00","lbpeuid01.sceu.corp",8.5,0.08,92.77
"2014-02-06 23:25:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 23:25:00","lbpeuin01.sceu.corp",10,0.03,91.5
"2014-02-06 23:25:00","lbpeuin02.sceu.corp",11.5,0.01,91.59
"2014-02-06 23:30:00","lbpeuid01.sceu.corp",8.5,0.01,92.77
"2014-02-06 23:30:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-06 23:30:00","lbpeuin01.sceu.corp",10.5,0.02,91.5
"2014-02-06 23:30:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-06 23:35:00","lbpeuid01.sceu.corp",8.5,0.05,92.77
"2014-02-06 23:35:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 23:35:00","lbpeuin01.sceu.corp",10,0.01,91.5
"2014-02-06 23:35:00","lbpeuin02.sceu.corp",12.5,0.01,91.59
"2014-02-06 23:40:00","lbpeuid01.sceu.corp",8.5,0.09,92.77
"2014-02-06 23:40:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-06 23:40:00","lbpeuin01.sceu.corp",10.5,0.01,91.5
"2014-02-06 23:40:00","lbpeuin02.sceu.corp",12,0.01,91.58
"2014-02-06 23:45:00","lbpeuid01.sceu.corp",8.5,0.08,92.77
"2014-02-06 23:45:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-06 23:45:00","lbpeuin01.sceu.corp",10.5,0.01,91.5
"2014-02-06 23:45:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-06 23:50:00","lbpeuid01.sceu.corp",8.5,0.06,92.77
"2014-02-06 23:50:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-06 23:50:00","lbpeuin01.sceu.corp",10,0.01,91.5
"2014-02-06 23:50:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-06 23:55:00","lbpeuid01.sceu.corp",8.5,0.08,92.76
"2014-02-06 23:55:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-06 23:55:00","lbpeuin01.sceu.corp",10.5,0.02,91.51
"2014-02-06 23:55:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 00:00:00","lbpeuid01.sceu.corp",9,0.03,92.77
"2014-02-07 00:00:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 00:00:00","lbpeuin01.sceu.corp",11,0.02,91.49
"2014-02-07 00:00:00","lbpeuin02.sceu.corp",11.5,0.01,91.59
"2014-02-07 00:05:00","lbpeuid01.sceu.corp",8.5,0.16,92.78
"2014-02-07 00:05:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 00:05:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-07 00:05:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 00:10:00","lbpeuid01.sceu.corp",8.5,0.09,92.77
"2014-02-07 00:10:00","lbpeuid02.sceu.corp",10,0.01,92.06
"2014-02-07 00:10:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-07 00:10:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 00:15:00","lbpeuid01.sceu.corp",8.5,0.04,92.76
"2014-02-07 00:15:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 00:15:00","lbpeuin01.sceu.corp",10,0.01,91.49
"2014-02-07 00:15:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 00:20:00","lbpeuid01.sceu.corp",9,0.05,92.77
"2014-02-07 00:20:00","lbpeuid02.sceu.corp",9,0.01,92.06
"2014-02-07 00:20:00","lbpeuin01.sceu.corp",10.5,0.01,91.51
"2014-02-07 00:20:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 00:25:00","lbpeuid01.sceu.corp",8.5,0.11,92.76
"2014-02-07 00:25:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 00:25:00","lbpeuin01.sceu.corp",10.5,0.02,91.51
"2014-02-07 00:25:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 00:30:00","lbpeuid01.sceu.corp",8.5,0.1,92.77
"2014-02-07 00:30:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-07 00:30:00","lbpeuin01.sceu.corp",10,0.02,91.51
"2014-02-07 00:30:00","lbpeuin02.sceu.corp",11.5,0.01,91.61
"2014-02-07 00:35:00","lbpeuid01.sceu.corp",8.5,0.06,92.77
"2014-02-07 00:35:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 00:35:00","lbpeuin01.sceu.corp",10.5,0.01,91.51
"2014-02-07 00:35:00","lbpeuin02.sceu.corp",12.5,0.01,91.59
"2014-02-07 00:40:00","lbpeuid01.sceu.corp",8.5,0.08,92.77
"2014-02-07 00:40:00","lbpeuid02.sceu.corp",10,0.01,92.05
"2014-02-07 00:40:00","lbpeuin01.sceu.corp",10,0.01,91.52
"2014-02-07 00:40:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 00:45:00","lbpeuid01.sceu.corp",8.5,0.1,92.79
"2014-02-07 00:45:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 00:45:00","lbpeuin01.sceu.corp",10.5,0.01,91.51
"2014-02-07 00:45:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 00:50:00","lbpeuid01.sceu.corp",8.5,0.06,92.77
"2014-02-07 00:50:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-07 00:50:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-07 00:50:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 00:55:00","lbpeuid01.sceu.corp",8.5,0.1,92.79
"2014-02-07 00:55:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 00:55:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 01:00:00","lbpeuid01.sceu.corp",9,0.08,92.77
"2014-02-07 01:00:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 01:00:00","lbpeuin01.sceu.corp",11,0.02,91.5
"2014-02-07 01:00:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 01:05:00","lbpeuid01.sceu.corp",8.5,0.06,92.78
"2014-02-07 01:05:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 01:05:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-07 01:05:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 01:10:00","lbpeuid01.sceu.corp",8.5,0.1,92.78
"2014-02-07 01:10:00","lbpeuid02.sceu.corp",10,0.01,92.07
"2014-02-07 01:10:00","lbpeuin01.sceu.corp",10,0.02,91.52
"2014-02-07 01:10:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 01:15:00","lbpeuid01.sceu.corp",8.5,0.08,92.79
"2014-02-07 01:15:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-07 01:15:00","lbpeuin01.sceu.corp",10.5,0.01,91.51
"2014-02-07 01:15:00","lbpeuin02.sceu.corp",11.5,0.01,91.6
"2014-02-07 01:20:00","lbpeuid01.sceu.corp",8.5,0.08,92.78
"2014-02-07 01:20:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 01:20:00","lbpeuin01.sceu.corp",10,0.01,91.5
"2014-02-07 01:20:00","lbpeuin02.sceu.corp",12,0.01,91.61
"2014-02-07 01:25:00","lbpeuid01.sceu.corp",8.5,0.07,92.77
"2014-02-07 01:25:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 01:25:00","lbpeuin01.sceu.corp",10.5,0.01,91.5
"2014-02-07 01:25:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 01:30:00","lbpeuid01.sceu.corp",9,0.06,92.78
"2014-02-07 01:30:00","lbpeuid02.sceu.corp",9.5,0.01,92.07
"2014-02-07 01:30:00","lbpeuin01.sceu.corp",10.5,0.03,91.5
"2014-02-07 01:30:00","lbpeuin02.sceu.corp",12,0.01,91.59
"2014-02-07 01:35:00","lbpeuid01.sceu.corp",8.5,0.09,92.76
"2014-02-07 01:35:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 01:35:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-07 01:35:00","lbpeuin02.sceu.corp",12.5,0.01,91.59
"2014-02-07 01:40:00","lbpeuid01.sceu.corp",8.5,0.09,92.79
"2014-02-07 01:40:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 01:40:00","lbpeuin01.sceu.corp",10,0.01,91.52
"2014-02-07 01:40:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 01:45:00","lbpeuid01.sceu.corp",8.5,0.06,92.77
"2014-02-07 01:45:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-07 01:45:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-07 01:45:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 01:50:00","lbpeuid01.sceu.corp",8.5,0.08,92.78
"2014-02-07 01:50:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 01:50:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-07 01:50:00","lbpeuin02.sceu.corp",11.5,0.01,91.6
"2014-02-07 01:55:00","lbpeuid01.sceu.corp",8.5,0.09,92.78
"2014-02-07 01:55:00","lbpeuid02.sceu.corp",9.5,0.01,92.07
"2014-02-07 01:55:00","lbpeuin01.sceu.corp",10,0.01,91.52
"2014-02-07 01:55:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 02:00:00","lbpeuid01.sceu.corp",9,0.07,92.79
"2014-02-07 02:00:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 02:00:00","lbpeuin01.sceu.corp",10.5,0.01,91.5
"2014-02-07 02:00:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 02:05:00","lbpeuid01.sceu.corp",9,0.06,92.79
"2014-02-07 02:05:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-07 02:05:00","lbpeuin01.sceu.corp",10.5,0.01,91.52
"2014-02-07 02:05:00","lbpeuin02.sceu.corp",12,0.01,91.61
"2014-02-07 02:10:00","lbpeuid01.sceu.corp",8.5,0.07,92.78
"2014-02-07 02:10:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 02:10:00","lbpeuin01.sceu.corp",10.5,0.01,91.5
"2014-02-07 02:10:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 02:15:00","lbpeuid01.sceu.corp",8.5,0.11,92.79
"2014-02-07 02:15:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 02:15:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-07 02:15:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 02:20:00","lbpeuid01.sceu.corp",9,0.03,92.78
"2014-02-07 02:20:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-07 02:20:00","lbpeuin01.sceu.corp",10,0.02,91.51
"2014-02-07 02:20:00","lbpeuin02.sceu.corp",11.5,0.01,91.59
"2014-02-07 02:25:00","lbpeuid01.sceu.corp",8.5,0.07,92.78
"2014-02-07 02:25:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 02:25:00","lbpeuin01.sceu.corp",10.5,0.02,91.5
"2014-02-07 02:25:00","lbpeuin02.sceu.corp",12,0.01,91.61
"2014-02-07 02:30:00","lbpeuid01.sceu.corp",8.5,0.12,92.79
"2014-02-07 02:30:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 02:30:00","lbpeuin01.sceu.corp",10.5,0.01,91.52
"2014-02-07 02:30:00","lbpeuin02.sceu.corp",11.5,0.01,91.6
"2014-02-07 02:35:00","lbpeuid01.sceu.corp",8.5,0.04,92.79
"2014-02-07 02:35:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 02:35:00","lbpeuin01.sceu.corp",10,0.01,91.5
"2014-02-07 02:35:00","lbpeuin02.sceu.corp",12.5,0.01,91.6
"2014-02-07 02:40:00","lbpeuid01.sceu.corp",8.5,0.08,92.78
"2014-02-07 02:40:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 02:40:00","lbpeuin01.sceu.corp",10,0.01,91.52
"2014-02-07 02:40:00","lbpeuin02.sceu.corp",11.5,0.01,91.6
"2014-02-07 02:45:00","lbpeuid01.sceu.corp",8.5,0.12,92.79
"2014-02-07 02:45:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 02:45:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-07 02:45:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 02:50:00","lbpeuid01.sceu.corp",8.5,0.04,92.78
"2014-02-07 02:50:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 02:50:00","lbpeuin01.sceu.corp",10.5,0.02,91.51
"2014-02-07 02:50:00","lbpeuin02.sceu.corp",11.5,0.01,91.6
"2014-02-07 02:55:00","lbpeuid01.sceu.corp",8.5,0.1,92.78
"2014-02-07 02:55:00","lbpeuid02.sceu.corp",9.5,0.01,92.04
"2014-02-07 02:55:00","lbpeuin01.sceu.corp",10,0.02,91.51
"2014-02-07 02:55:00","lbpeuin02.sceu.corp",11.5,0.01,91.61
"2014-02-07 03:00:00","lbpeuid01.sceu.corp",9.5,0.1,92.78
"2014-02-07 03:00:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 03:00:00","lbpeuin01.sceu.corp",11,0.01,91.52
"2014-02-07 03:00:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 03:05:00","lbpeuid01.sceu.corp",9,0.05,92.8
"2014-02-07 03:05:00","lbpeuid02.sceu.corp",9.5,0.01,92.05
"2014-02-07 03:05:00","lbpeuin01.sceu.corp",10.5,0.01,91.51
"2014-02-07 03:05:00","lbpeuin02.sceu.corp",11.5,0.01,91.61
"2014-02-07 03:10:00","lbpeuid01.sceu.corp",8.5,0.07,92.8
"2014-02-07 03:10:00","lbpeuid02.sceu.corp",10,0.01,92.04
"2014-02-07 03:10:00","lbpeuin01.sceu.corp",10,0.02,91.51
"2014-02-07 03:10:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 03:15:00","lbpeuid01.sceu.corp",8.5,0.09,92.78
"2014-02-07 03:15:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 03:15:00","lbpeuin01.sceu.corp",10,0.01,91.51
"2014-02-07 03:15:00","lbpeuin02.sceu.corp",11.5,0.01,91.61
"2014-02-07 03:20:00","lbpeuid01.sceu.corp",8.5,0.06,92.79
"2014-02-07 03:20:00","lbpeuid02.sceu.corp",9.5,0.01,92.03
"2014-02-07 03:20:00","lbpeuin01.sceu.corp",10,0.02,91.51
"2014-02-07 03:20:00","lbpeuin02.sceu.corp",12,0.01,91.6
"2014-02-07 03:25:00","lbpeuid01.sceu.corp",8.5,0.07,92.79
"2014-02-07 03:25:00","lbpeuid02.sceu.corp",9.5,0.01,92.06
"2014-02-07 03:25:00","lbpeuin01.sceu.corp",10,0.02,91.52
