"cpu.d01","int.d01","mem.d01","cpu.d02","int.d02","mem.d02","cpu.n01","int.n01","mem.n01","cpu.n02","int.n02","mem.n02"
9.5 0.01 91.28 9.5 0.01 91.28 9.5 0.01 91.28 9.5 0.01 91.28
10.5 0.06 91.75 10.5 0.06 91.75 10.5 0.06 91.75 10.5 0.06 91.75
12 0.01 91.57 12 0.01 91.57 12 0.01 91.57 12 0.01 91.57
8.5 0.17 91.6 8.5 0.17 91.6 8.5 0.17 91.6 8.5 0.17 91.6
10.5 0.01 91.26 10.5 0.01 91.26 10.5 0.01 91.26 10.5 0.01 91.26
10 0.04 91.74 10 0.04 91.74 10 0.04 91.74 10 0.04 91.74
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.15 91.6 8.5 0.15 91.6 8.5 0.15 91.6 8.5 0.15 91.6
9.5 0.01 91.28 9.5 0.01 91.28 9.5 0.01 91.28 9.5 0.01 91.28
10 0.03 91.75 10 0.03 91.75 10 0.03 91.75 10 0.03 91.75
11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59
9 0.16 91.61 9 0.16 91.61 9 0.16 91.61 9 0.16 91.61
9.5 0.01 91.28 9.5 0.01 91.28 9.5 0.01 91.28 9.5 0.01 91.28
10.5 0.03 91.74 10.5 0.03 91.74 10.5 0.03 91.74 10.5 0.03 91.74
11.5 0.01 91.58 11.5 0.01 91.58 11.5 0.01 91.58 11.5 0.01 91.58
8.5 0.15 91.58 8.5 0.15 91.58 8.5 0.15 91.58 8.5 0.15 91.58
9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27
10.5 0.03 91.75 10.5 0.03 91.75 10.5 0.03 91.75 10.5 0.03 91.75
12 0.01 91.58 12 0.01 91.58 12 0.01 91.58 12 0.01 91.58
9 0.16 91.59 9 0.16 91.59 9 0.16 91.59 9 0.16 91.59
9.5 0.01 91.26 9.5 0.01 91.26 9.5 0.01 91.26 9.5 0.01 91.26
10.5 0.03 91.75 10.5 0.03 91.75 10.5 0.03 91.75 10.5 0.03 91.75
12 0.01 91.58 12 0.01 91.58 12 0.01 91.58 12 0.01 91.58
8.5 0.13 91.6 8.5 0.13 91.6 8.5 0.13 91.6 8.5 0.13 91.6
9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27
10.5 0.04 91.75 10.5 0.04 91.75 10.5 0.04 91.75 10.5 0.04 91.75
12.5 0.01 91.57 12.5 0.01 91.57 12.5 0.01 91.57 12.5 0.01 91.57
8.5 0.15 91.6 8.5 0.15 91.6 8.5 0.15 91.6 8.5 0.15 91.6
9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27
10 0.04 91.75 10 0.04 91.75 10 0.04 91.75 10 0.04 91.75
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.16 91.6 8.5 0.16 91.6 8.5 0.16 91.6 8.5 0.16 91.6
9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27
10.5 0.03 91.75 10.5 0.03 91.75 10.5 0.03 91.75 10.5 0.03 91.75
12 0.01 91.58 12 0.01 91.58 12 0.01 91.58 12 0.01 91.58
8.5 0.15 91.59 8.5 0.15 91.59 8.5 0.15 91.59 8.5 0.15 91.59
9.5 0.01 91.29 9.5 0.01 91.29 9.5 0.01 91.29 9.5 0.01 91.29
10.5 0.04 91.75 10.5 0.04 91.75 10.5 0.04 91.75 10.5 0.04 91.75
12 0.01 91.58 12 0.01 91.58 12 0.01 91.58 12 0.01 91.58
8.5 0.15 91.59 8.5 0.15 91.59 8.5 0.15 91.59 8.5 0.15 91.59
9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27
10.5 0.02 91.75 10.5 0.02 91.75 10.5 0.02 91.75 10.5 0.02 91.75
12 0.01 91.58 12 0.01 91.58 12 0.01 91.58 12 0.01 91.58
9 0.09 91.6 9 0.09 91.6 9 0.09 91.6 9 0.09 91.6
9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27
11 0.02 91.76 11 0.02 91.76 11 0.02 91.76 11 0.02 91.76
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.11 91.6 8.5 0.11 91.6 8.5 0.11 91.6 8.5 0.11 91.6
9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27 9.5 0.01 91.27
10.5 0.02 91.77 10.5 0.02 91.77 10.5 0.02 91.77 10.5 0.02 91.77
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.09 91.61 8.5 0.09 91.61 8.5 0.09 91.61 8.5 0.09 91.61
10 0.01 91.2 10 0.01 91.2 10 0.01 91.2 10 0.01 91.2
10.5 0.03 91.76 10.5 0.03 91.76 10.5 0.03 91.76 10.5 0.03 91.76
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.08 91.6 8.5 0.08 91.6 8.5 0.08 91.6 8.5 0.08 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.02 91.77 10.5 0.02 91.77 10.5 0.02 91.77 10.5 0.02 91.77
11.5 0.01 91.58 11.5 0.01 91.58 11.5 0.01 91.58 11.5 0.01 91.58
9 0.1 91.6 9 0.1 91.6 9 0.1 91.6 9 0.1 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10 0.02 91.76 10 0.02 91.76 10 0.02 91.76 10 0.02 91.76
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.09 91.61 8.5 0.09 91.61 8.5 0.09 91.61 8.5 0.09 91.61
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.03 91.76 10.5 0.03 91.76 10.5 0.03 91.76 10.5 0.03 91.76
11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6
8.5 0.07 91.6 8.5 0.07 91.6 8.5 0.07 91.6 8.5 0.07 91.6
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10 0.01 91.77 10 0.01 91.77 10 0.01 91.77 10 0.01 91.77
12 0.01 91.58 12 0.01 91.58 12 0.01 91.58 12 0.01 91.58
8.5 0.07 91.59 8.5 0.07 91.59 8.5 0.07 91.59 8.5 0.07 91.59
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.02 91.76 10.5 0.02 91.76 10.5 0.02 91.76 10.5 0.02 91.76
12.5 0.01 91.6 12.5 0.01 91.6 12.5 0.01 91.6 12.5 0.01 91.6
8.5 0.07 91.6 8.5 0.07 91.6 8.5 0.07 91.6 8.5 0.07 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10 0.02 91.75 10 0.02 91.75 10 0.02 91.75 10 0.02 91.75
11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59
8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10 0.02 91.76 10 0.02 91.76 10 0.02 91.76 10 0.02 91.76
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.05 91.59 8.5 0.05 91.59 8.5 0.05 91.59 8.5 0.05 91.59
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.02 91.76 10.5 0.02 91.76 10.5 0.02 91.76 10.5 0.02 91.76
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.06 91.6 8.5 0.06 91.6 8.5 0.06 91.6 8.5 0.06 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10 0.02 91.76 10 0.02 91.76 10 0.02 91.76 10 0.02 91.76
11.5 0.01 91.58 11.5 0.01 91.58 11.5 0.01 91.58 11.5 0.01 91.58
8.5 0.04 91.59 8.5 0.04 91.59 8.5 0.04 91.59 8.5 0.04 91.59
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
11 0.03 91.76 11 0.03 91.76 11 0.03 91.76 11 0.03 91.76
11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6
9 0.06 91.6 9 0.06 91.6 9 0.06 91.6 9 0.06 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10 0.01 91.76 10 0.01 91.76 10 0.01 91.76 10 0.01 91.76
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.04 91.6 8.5 0.04 91.6 8.5 0.04 91.6 8.5 0.04 91.6
9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18
10 0.03 91.77 10 0.03 91.77 10 0.03 91.77 10 0.03 91.77
11.5 0.01 91.58 11.5 0.01 91.58 11.5 0.01 91.58 11.5 0.01 91.58
8.5 0.04 91.6 8.5 0.04 91.6 8.5 0.04 91.6 8.5 0.04 91.6
9.5 0.01 91.17 9.5 0.01 91.17 9.5 0.01 91.17 9.5 0.01 91.17
10 0.02 91.77 10 0.02 91.77 10 0.02 91.77 10 0.02 91.77
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6
9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18
10.5 0.01 91.77 10.5 0.01 91.77 10.5 0.01 91.77 10.5 0.01 91.77
11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59
8.5 0.03 91.6 8.5 0.03 91.6 8.5 0.03 91.6 8.5 0.03 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.02 91.77 10.5 0.02 91.77 10.5 0.02 91.77 10.5 0.02 91.77
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.06 91.6 8.5 0.06 91.6 8.5 0.06 91.6 8.5 0.06 91.6
9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18
10.5 0.03 91.77 10.5 0.03 91.77 10.5 0.03 91.77 10.5 0.03 91.77
11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59
9 0.04 91.6 9 0.04 91.6 9 0.04 91.6 9 0.04 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.01 91.78 10.5 0.01 91.78 10.5 0.01 91.78 10.5 0.01 91.78
12.5 0.01 91.58 12.5 0.01 91.58 12.5 0.01 91.58 12.5 0.01 91.58
9 0.04 91.6 9 0.04 91.6 9 0.04 91.6 9 0.04 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.01 91.76 10.5 0.01 91.76 10.5 0.01 91.76 10.5 0.01 91.76
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.01 91.77 10.5 0.01 91.77 10.5 0.01 91.77 10.5 0.01 91.77
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.06 91.6 8.5 0.06 91.6 8.5 0.06 91.6 8.5 0.06 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10 0.01 91.77 10 0.01 91.77 10 0.01 91.77 10 0.01 91.77
11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59
8.5 0.05 91.59 8.5 0.05 91.59 8.5 0.05 91.59 8.5 0.05 91.59
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10 0.02 91.77 10 0.02 91.77 10 0.02 91.77 10 0.02 91.77
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.06 91.6 8.5 0.06 91.6 8.5 0.06 91.6 8.5 0.06 91.6
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
11 0.03 91.78 11 0.03 91.78 11 0.03 91.78 11 0.03 91.78
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6
9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21
10 0.02 91.77 10 0.02 91.77 10 0.02 91.77 10 0.02 91.77
11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59
8.5 0.06 91.61 8.5 0.06 91.61 8.5 0.06 91.61 8.5 0.06 91.61
10 0.01 91.19 10 0.01 91.19 10 0.01 91.19 10 0.01 91.19
10 0.02 91.78 10 0.02 91.78 10 0.02 91.78 10 0.02 91.78
11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59
8.5 0.05 91.58 8.5 0.05 91.58 8.5 0.05 91.58 8.5 0.05 91.58
9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18
10 0.01 91.77 10 0.01 91.77 10 0.01 91.77 10 0.01 91.77
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.04 91.61 8.5 0.04 91.61 8.5 0.04 91.61 8.5 0.04 91.61
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.02 91.78 10.5 0.02 91.78 10.5 0.02 91.78 10.5 0.02 91.78
11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59
8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.01 91.77 10.5 0.01 91.77 10.5 0.01 91.77 10.5 0.01 91.77
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.01 91.78 10.5 0.01 91.78 10.5 0.01 91.78 10.5 0.01 91.78
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.05 91.61 8.5 0.05 91.61 8.5 0.05 91.61 8.5 0.05 91.61
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10 0.02 91.78 10 0.02 91.78 10 0.02 91.78 10 0.02 91.78
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6 8.5 0.05 91.6
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.02 91.77 10.5 0.02 91.77 10.5 0.02 91.77 10.5 0.02 91.77
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.05 91.61 8.5 0.05 91.61 8.5 0.05 91.61 8.5 0.05 91.61
9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21
10.5 0.02 91.78 10.5 0.02 91.78 10.5 0.02 91.78 10.5 0.02 91.78
11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59
8.5 0.05 91.61 8.5 0.05 91.61 8.5 0.05 91.61 8.5 0.05 91.61
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.02 91.77 10.5 0.02 91.77 10.5 0.02 91.77 10.5 0.02 91.77
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.04 91.6 8.5 0.04 91.6 8.5 0.04 91.6 8.5 0.04 91.6
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10 0.01 91.79 10 0.01 91.79 10 0.01 91.79 10 0.01 91.79
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.06 91.55 8.5 0.06 91.55 8.5 0.06 91.55 8.5 0.06 91.55
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
11 0.01 91.78 11 0.01 91.78 11 0.01 91.78 11 0.01 91.78
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
9 0.06 91.56 9 0.06 91.56 9 0.06 91.56 9 0.06 91.56
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.03 91.79 10.5 0.03 91.79 10.5 0.03 91.79 10.5 0.03 91.79
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.04 91.56 8.5 0.04 91.56 8.5 0.04 91.56 8.5 0.04 91.56
9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18
10 0.04 91.78 10 0.04 91.78 10 0.04 91.78 10 0.04 91.78
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.03 91.56 8.5 0.03 91.56 8.5 0.03 91.56 8.5 0.03 91.56
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.01 91.78 10.5 0.01 91.78 10.5 0.01 91.78 10.5 0.01 91.78
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.05 91.55 8.5 0.05 91.55 8.5 0.05 91.55 8.5 0.05 91.55
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79
11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59 11.5 0.01 91.59
8.5 0.03 91.56 8.5 0.03 91.56 8.5 0.03 91.56 8.5 0.03 91.56
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.02 91.78 10.5 0.02 91.78 10.5 0.02 91.78 10.5 0.02 91.78
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57
9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21
10.5 0.03 91.79 10.5 0.03 91.79 10.5 0.03 91.79 10.5 0.03 91.79
11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6
8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.01 91.79 10.5 0.01 91.79 10.5 0.01 91.79 10.5 0.01 91.79
12.5 0.01 91.6 12.5 0.01 91.6 12.5 0.01 91.6 12.5 0.01 91.6
8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10 0.01 91.81 10 0.01 91.81 10 0.01 91.81 10 0.01 91.81
12 0.01 91.61 12 0.01 91.61 12 0.01 91.61 12 0.01 91.61
8.5 0.04 91.56 8.5 0.04 91.56 8.5 0.04 91.56 8.5 0.04 91.56
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.01 91.79 10.5 0.01 91.79 10.5 0.01 91.79 10.5 0.01 91.79
11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6
8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10 0.02 91.79 10 0.02 91.79 10 0.02 91.79 10 0.02 91.79
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57
9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21
10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
9.5 0.05 91.57 9.5 0.05 91.57 9.5 0.05 91.57 9.5 0.05 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
11 0.02 91.8 11 0.02 91.8 11 0.02 91.8 11 0.02 91.8
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57
9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18 9.5 0.01 91.18
10 0.01 91.77 10 0.01 91.77 10 0.01 91.77 10 0.01 91.77
12 0.01 91.61 12 0.01 91.61 12 0.01 91.61 12 0.01 91.61
8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10 0.01 91.8 10 0.01 91.8 10 0.01 91.8 10 0.01 91.8
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79
12 0.01 91.61 12 0.01 91.61 12 0.01 91.61 12 0.01 91.61
8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.03 91.56 8.5 0.03 91.56 8.5 0.03 91.56 8.5 0.03 91.56
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.01 91.79 10.5 0.01 91.79 10.5 0.01 91.79 10.5 0.01 91.79
11.5 0.01 91.61 11.5 0.01 91.61 11.5 0.01 91.61 11.5 0.01 91.61
8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79 10.5 0.02 91.79
12.5 0.01 91.59 12.5 0.01 91.59 12.5 0.01 91.59 12.5 0.01 91.59
8.5 0.04 91.58 8.5 0.04 91.58 8.5 0.04 91.58 8.5 0.04 91.58
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.01 91.8 10.5 0.01 91.8 10.5 0.01 91.8 10.5 0.01 91.8
11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6
8.5 0.04 91.58 8.5 0.04 91.58 8.5 0.04 91.58 8.5 0.04 91.58
9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21
10 0.01 91.79 10 0.01 91.79 10 0.01 91.79 10 0.01 91.79
11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6 11.5 0.01 91.6
8.5 0.02 91.57 8.5 0.02 91.57 8.5 0.02 91.57 8.5 0.02 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10 0.02 91.8 10 0.02 91.8 10 0.02 91.8 10 0.02 91.8
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57
9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19 9.5 0.01 91.19
10.5 0.03 91.79 10.5 0.03 91.79 10.5 0.03 91.79 10.5 0.03 91.79
11.5 0.01 91.61 11.5 0.01 91.61 11.5 0.01 91.61 11.5 0.01 91.61
8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
11 0.01 91.78 11 0.01 91.78 11 0.01 91.78 11 0.01 91.78
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
9 0.41 91.56 9 0.41 91.56 9 0.41 91.56 9 0.41 91.56
9.5 0.01 91.22 9.5 0.01 91.22 9.5 0.01 91.22 9.5 0.01 91.22
10 0.01 91.8 10 0.01 91.8 10 0.01 91.8 10 0.01 91.8
12 0.01 91.61 12 0.01 91.61 12 0.01 91.61 12 0.01 91.61
8.5 0.05 91.57 8.5 0.05 91.57 8.5 0.05 91.57 8.5 0.05 91.57
10 0.01 91.2 10 0.01 91.2 10 0.01 91.2 10 0.01 91.2
10.5 0.01 91.78 10.5 0.01 91.78 10.5 0.01 91.78 10.5 0.01 91.78
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57 8.5 0.03 91.57
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10.5 0.01 91.79 10.5 0.01 91.79 10.5 0.01 91.79 10.5 0.01 91.79
12 0.01 91.59 12 0.01 91.59 12 0.01 91.59 12 0.01 91.59
8.5 0.04 91.58 8.5 0.04 91.58 8.5 0.04 91.58 8.5 0.04 91.58
9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2 9.5 0.01 91.2
10 0.02 91.8 10 0.02 91.8 10 0.02 91.8 10 0.02 91.8
12 0.01 91.6 12 0.01 91.6 12 0.01 91.6 12 0.01 91.6
8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57 8.5 0.04 91.57
9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21 9.5 0.01 91.21
